plan_code,Plan_Name,NAV_Value,NAV_Date,,0
D1,Direct Dividend,15.37,20/05/2015,,
D1,Direct Dividend,15.35,21/05/2015,,
D1,Direct Dividend,15.44,22/05/2015,,
D1,Direct Dividend,15.34,25/05/2015,,
D1,Direct Dividend,15.32,26/05/2015,,
D1,Direct Dividend,15.28,27/05/2015,,
D1,Direct Dividend,15.24,28/05/2015,,
D1,Direct Dividend,15.46,29/05/2015,,
D1,Direct Dividend,15.4,01/06/2015,,
D1,Direct Dividend,15.13,02/06/2015,,
D1,Direct Dividend,14.98,03/06/2015,,
D1,Direct Dividend,14.98,04/06/2015,,
D1,Direct Dividend,15,05/06/2015,,
D1,Direct Dividend,14.85,08/06/2015,,
D1,Direct Dividend,14.81,09/06/2015,,
D1,Direct Dividend,15,10/06/2015,,
D1,Direct Dividend,14.77,11/06/2015,,
D1,Direct Dividend,14.79,12/06/2015,,
D1,Direct Dividend,14.87,15/06/2015,,
D1,Direct Dividend,14.91,16/06/2015,,
D1,Direct Dividend,15.03,17/06/2015,,
D1,Direct Dividend,15.17,18/06/2015,,
D1,Direct Dividend,15.2,19/06/2015,,
D1,Direct Dividend,15.41,22/06/2015,,
D1,Direct Dividend,15.47,23/06/2015,,
D1,Direct Dividend,15.43,24/06/2015,,
D1,Direct Dividend,15.53,25/06/2015,,
D1,Direct Dividend,15.51,26/06/2015,,
D1,Direct Dividend,15.37,29/06/2015,,
D1,Direct Dividend,15.48,30/06/2015,,
D1,Direct Dividend,15.63,01/07/2015,,
D1,Direct Dividend,15.65,02/07/2015,,
D1,Direct Dividend,15.71,03/07/2015,,
D1,Direct Dividend,15.79,06/07/2015,,
D1,Direct Dividend,15.78,07/07/2015,,
D1,Direct Dividend,15.56,08/07/2015,,
D1,Direct Dividend,15.52,09/07/2015,,
D1,Direct Dividend,15.58,10/07/2015,,
D1,Direct Dividend,15.76,13/07/2015,,
D1,Direct Dividend,15.72,14/07/2015,,
D1,Direct Dividend,15.83,15/07/2015,,
D1,Direct Dividend,16,16/07/2015,,
D1,Direct Dividend,16,17/07/2015,,
D1,Direct Dividend,16.02,20/07/2015,,
D1,Direct Dividend,15.87,21/07/2015,,
D1,Direct Dividend,16.05,22/07/2015,,
D1,Direct Dividend,16.02,23/07/2015,,
D1,Direct Dividend,15.92,24/07/2015,,
D1,Direct Dividend,15.68,27/07/2015,,
D1,Direct Dividend,15.69,28/07/2015,,
D1,Direct Dividend,15.79,29/07/2015,,
D1,Direct Dividend,15.82,30/07/2015,,
D1,Direct Dividend,15.97,31/07/2015,,
D1,Direct Dividend,16,03/08/2015,,
D1,Direct Dividend,16,04/08/2015,,
D1,Direct Dividend,16.11,05/08/2015,,
D1,Direct Dividend,16.2,06/08/2015,,
D1,Direct Dividend,16.14,07/08/2015,,
D1,Direct Dividend,16.11,10/08/2015,,
D1,Direct Dividend,16.01,11/08/2015,,
D1,Direct Dividend,15.74,12/08/2015,,
D1,Direct Dividend,15.75,13/08/2015,,
D1,Direct Dividend,16.12,14/08/2015,,
D1,Direct Dividend,16.05,17/08/2015,,
D1,Direct Dividend,16.08,18/08/2015,,
D1,Direct Dividend,16.12,19/08/2015,,
D1,Direct Dividend,15.86,20/08/2015,,
D1,Direct Dividend,15.74,21/08/2015,,
D1,Direct Dividend,14.7,24/08/2015,,
D1,Direct Dividend,14.83,25/08/2015,,
D1,Direct Dividend,14.68,26/08/2015,,
D1,Direct Dividend,15.01,27/08/2015,,
D1,Direct Dividend,15.12,28/08/2015,,
D1,Direct Dividend,15.02,31/08/2015,,
D1,Direct Dividend,14.69,01/09/2015,,
D1,Direct Dividend,14.58,02/09/2015,,
D1,Direct Dividend,14.79,03/09/2015,,
D1,Direct Dividend,14.47,04/09/2015,,
D1,Direct Dividend,14.3,07/09/2015,,
D1,Direct Dividend,14.52,08/09/2015,,
D1,Direct Dividend,14.78,09/09/2015,,
D1,Direct Dividend,14.76,10/09/2015,,
D1,Direct Dividend,14.77,11/09/2015,,
D1,Direct Dividend,14.9,14/09/2015,,
D1,Direct Dividend,14.82,15/09/2015,,
D1,Direct Dividend,14.89,16/09/2015,,
D1,Direct Dividend,15.05,18/09/2015,,
D1,Direct Dividend,15.1,21/09/2015,,
D1,Direct Dividend,14.84,22/09/2015,,
D1,Direct Dividend,14.89,23/09/2015,,
D1,Direct Dividend,14.96,24/09/2015,,
D1,Direct Dividend,14.77,28/09/2015,,
D1,Direct Dividend,14.88,29/09/2015,,
D1,Direct Dividend,15.06,30/09/2015,,
D1,Direct Dividend,15.09,01/10/2015,,
D1,Direct Dividend,15.38,05/10/2015,,
D1,Direct Dividend,15.4,06/10/2015,,
D1,Direct Dividend,15.4,07/10/2015,,
D1,Direct Dividend,15.32,08/10/2015,,
D1,Direct Dividend,15.41,09/10/2015,,
D1,Direct Dividend,15.33,12/10/2015,,
D1,Direct Dividend,15.27,13/10/2015,,
D1,Direct Dividend,15.21,14/10/2015,,
D1,Direct Dividend,15.36,15/10/2015,,
D1,Direct Dividend,15.45,16/10/2015,,
D1,Direct Dividend,15.55,19/10/2015,,
D1,Direct Dividend,15.59,20/10/2015,,
D1,Direct Dividend,15.58,21/10/2015,,
D1,Direct Dividend,15.59,23/10/2015,,
D1,Direct Dividend,15.52,26/10/2015,,
D1,Direct Dividend,15.54,27/10/2015,,
D1,Direct Dividend,15.48,28/10/2015,,
D1,Direct Dividend,15.38,29/10/2015,,
D1,Direct Dividend,15.29,30/10/2015,,
D1,Direct Dividend,15.23,02/11/2015,,
D1,Direct Dividend,15.27,03/11/2015,,
D1,Direct Dividend,15.25,04/11/2015,,
D1,Direct Dividend,15.07,05/11/2015,,
D1,Direct Dividend,15.07,06/11/2015,,
D1,Direct Dividend,15.07,09/11/2015,,
D1,Direct Dividend,14.89,10/11/2015,,
D1,Direct Dividend,14.91,13/11/2015,,
D1,Direct Dividend,14.96,16/11/2015,,
D1,Direct Dividend,14.99,17/11/2015,,
D1,Direct Dividend,14.85,18/11/2015,,
D1,Direct Dividend,15.07,19/11/2015,,
D1,Direct Dividend,15.14,20/11/2015,,
D1,Direct Dividend,15.11,23/11/2015,,
D1,Direct Dividend,15.05,24/11/2015,,
D1,Direct Dividend,15.17,26/11/2015,,
D1,Direct Dividend,15.25,27/11/2015,,
D1,Direct Dividend,15.23,30/11/2015,,
D1,Direct Dividend,15.23,01/12/2015,,
D1,Direct Dividend,15.18,02/12/2015,,
D1,Direct Dividend,15.06,03/12/2015,,
D1,Direct Dividend,14.93,04/12/2015,,
D1,Direct Dividend,14.9,07/12/2015,,
D1,Direct Dividend,14.81,08/12/2015,,
D1,Direct Dividend,14.61,09/12/2015,,
D1,Direct Dividend,14.75,10/12/2015,,
D1,Direct Dividend,14.62,11/12/2015,,
D1,Direct Dividend,14.66,14/12/2015,,
D1,Direct Dividend,14.79,15/12/2015,,
D1,Direct Dividend,14.87,16/12/2015,,
D1,Direct Dividend,15.05,17/12/2015,,
D1,Direct Dividend,14.93,18/12/2015,,
D1,Direct Dividend,15.03,21/12/2015,,
D1,Direct Dividend,14.97,22/12/2015,,
D1,Direct Dividend,15.13,23/12/2015,,
D1,Direct Dividend,15.12,24/12/2015,,
D1,Direct Dividend,15.19,28/12/2015,,
D1,Direct Dividend,15.22,29/12/2015,,
D1,Direct Dividend,15.2,30/12/2015,,
D1,Direct Dividend,15.34,31/12/2015,,
D1,Direct Dividend,15.4,01/01/2016,,
D1,Direct Dividend,15.1,04/01/2016,,
D1,Direct Dividend,15.13,05/01/2016,,
D1,Direct Dividend,15.09,06/01/2016,,
D1,Direct Dividend,14.76,07/01/2016,,
D1,Direct Dividend,14.87,08/01/2016,,
D1,Direct Dividend,14.81,11/01/2016,,
D1,Direct Dividend,14.68,12/01/2016,,
D1,Direct Dividend,14.78,13/01/2016,,
D1,Direct Dividend,14.66,14/01/2016,,
D1,Direct Dividend,14.46,15/01/2016,,
D1,Direct Dividend,14.17,18/01/2016,,
D1,Direct Dividend,14.37,19/01/2016,,
D1,Direct Dividend,14.12,20/01/2016,,
D1,Direct Dividend,14.07,21/01/2016,,
D1,Direct Dividend,14.32,22/01/2016,,
D1,Direct Dividend,14.32,25/01/2016,,
D1,Direct Dividend,14.34,27/01/2016,,
D1,Direct Dividend,14.34,28/01/2016,,
D1,Direct Dividend,14.58,29/01/2016,,
D1,Direct Dividend,14.58,01/02/2016,,
D1,Direct Dividend,14.39,02/02/2016,,
D1,Direct Dividend,14.23,03/02/2016,,
D1,Direct Dividend,14.21,04/02/2016,,
D1,Direct Dividend,14.4,05/02/2016,,
D1,Direct Dividend,14.25,08/02/2016,,
D1,Direct Dividend,14.05,09/02/2016,,
D1,Direct Dividend,13.9,10/02/2016,,
D1,Direct Dividend,13.44,11/02/2016,,
D1,Direct Dividend,13.51,12/02/2016,,
D1,Direct Dividend,13.82,15/02/2016,,
D1,Direct Dividend,13.56,16/02/2016,,
D1,Direct Dividend,13.69,17/02/2016,,
D1,Direct Dividend,13.79,18/02/2016,,
D1,Direct Dividend,13.84,19/02/2016,,
D1,Direct Dividend,13.91,22/02/2016,,
D1,Direct Dividend,13.73,23/02/2016,,
D1,Direct Dividend,13.59,24/02/2016,,
D1,Direct Dividend,13.47,25/02/2016,,
D1,Direct Dividend,13.53,26/02/2016,,
D1,Direct Dividend,13.48,29/02/2016,,
D1,Direct Dividend,13.85,01/03/2016,,
D1,Direct Dividend,14.09,02/03/2016,,
D1,Direct Dividend,14.27,03/03/2016,,
D1,Direct Dividend,14.28,04/03/2016,,
D1,Direct Dividend,14.21,08/03/2016,,
D1,Direct Dividend,14.3,09/03/2016,,
D1,Direct Dividend,14.23,10/03/2016,,
D1,Direct Dividend,13.24,11/03/2016,,
D1,Direct Dividend,13.3,14/03/2016,,
D1,Direct Dividend,13.18,15/03/2016,,
D1,Direct Dividend,13.24,16/03/2016,,
D1,Direct Dividend,13.29,17/03/2016,,
D1,Direct Dividend,13.44,18/03/2016,,
D1,Direct Dividend,13.62,21/03/2016,,
D1,Direct Dividend,13.64,22/03/2016,,
D1,Direct Dividend,13.66,23/03/2016,,
D1,Direct Dividend,13.44,28/03/2016,,
D1,Direct Dividend,13.42,29/03/2016,,
D1,Direct Dividend,13.62,30/03/2016,,
D1,Direct Dividend,13.67,31/03/2016,,
D1,Direct Dividend,13.63,01/04/2016,,
D1,Direct Dividend,13.78,04/04/2016,,
D1,Direct Dividend,13.48,05/04/2016,,
D1,Direct Dividend,13.52,06/04/2016,,
D1,Direct Dividend,13.4,07/04/2016,,
D1,Direct Dividend,13.46,08/04/2016,,
D1,Direct Dividend,13.62,11/04/2016,,
D1,Direct Dividend,13.73,12/04/2016,,
D1,Direct Dividend,13.95,13/04/2016,,
D1,Direct Dividend,14.08,18/04/2016,,
D1,Direct Dividend,14.14,20/04/2016,,
D1,Direct Dividend,14.15,21/04/2016,,
D1,Direct Dividend,14.16,22/04/2016,,
D1,Direct Dividend,14.07,25/04/2016,,
D1,Direct Dividend,14.27,26/04/2016,,
D1,Direct Dividend,14.27,27/04/2016,,
D1,Direct Dividend,14.06,28/04/2016,,
D1,Direct Dividend,14.11,29/04/2016,,
D1,Direct Dividend,14.06,02/05/2016,,
D1,Direct Dividend,14.01,03/05/2016,,
D1,Direct Dividend,13.94,04/05/2016,,
D1,Direct Dividend,13.99,05/05/2016,,
D1,Direct Dividend,14,06/05/2016,,
D1,Direct Dividend,14.21,09/05/2016,,
D1,Direct Dividend,14.24,10/05/2016,,
D1,Direct Dividend,14.23,11/05/2016,,
D1,Direct Dividend,14.28,12/05/2016,,
D1,Direct Dividend,14.19,13/05/2016,,
D1,Direct Dividend,14.23,16/05/2016,,
D1,Direct Dividend,14.25,17/05/2016,,
D1,Direct Dividend,14.19,18/05/2016,,
D1,Direct Dividend,14.01,19/05/2016,,
D1,Direct Dividend,13.9,20/05/2016,,
D1,Direct Dividend,13.82,23/05/2016,,
D1,Direct Dividend,13.84,24/05/2016,,
D1,Direct Dividend,14.12,25/05/2016,,
D1,Direct Dividend,14.36,26/05/2016,,
D1,Direct Dividend,14.47,27/05/2016,,
D1,Direct Dividend,14.52,30/05/2016,,
D1,Direct Dividend,14.56,31/05/2016,,
D1,Direct Dividend,14.54,01/06/2016,,
D1,Direct Dividend,14.61,02/06/2016,,
D1,Direct Dividend,14.6,03/06/2016,,
D1,Direct Dividend,14.6,06/06/2016,,
D1,Direct Dividend,14.69,07/06/2016,,
D1,Direct Dividend,14.72,08/06/2016,,
D1,Direct Dividend,14.63,09/06/2016,,
D1,Direct Dividend,14.55,10/06/2016,,
D1,Direct Dividend,14.43,13/06/2016,,
D1,Direct Dividend,14.45,14/06/2016,,
D1,Direct Dividend,14.62,15/06/2016,,
D1,Direct Dividend,14.52,16/06/2016,,
D1,Direct Dividend,14.55,17/06/2016,,
D1,Direct Dividend,14.64,20/06/2016,,
D1,Direct Dividend,14.62,21/06/2016,,
D1,Direct Dividend,14.56,22/06/2016,,
D1,Direct Dividend,14.66,23/06/2016,,
D1,Direct Dividend,14.36,24/06/2016,,
D1,Direct Dividend,14.38,27/06/2016,,
D1,Direct Dividend,14.42,28/06/2016,,
D1,Direct Dividend,14.56,29/06/2016,,
D1,Direct Dividend,14.7,30/06/2016,,
D1,Direct Dividend,14.77,01/07/2016,,
D1,Direct Dividend,14.91,04/07/2016,,
D1,Direct Dividend,14.87,05/07/2016,,
D1,Direct Dividend,14.8,07/07/2016,,
D1,Direct Dividend,14.77,08/07/2016,,
D1,Direct Dividend,14.98,11/07/2016,,
D1,Direct Dividend,15.06,12/07/2016,,
D1,Direct Dividend,15.01,13/07/2016,,
D1,Direct Dividend,15.1,14/07/2016,,
D1,Direct Dividend,15.05,15/07/2016,,
D1,Direct Dividend,14.98,18/07/2016,,
D1,Direct Dividend,14.99,19/07/2016,,
D1,Direct Dividend,15.03,20/07/2016,,
D1,Direct Dividend,14.95,21/07/2016,,
D1,Direct Dividend,15.02,22/07/2016,,
D1,Direct Dividend,15.19,25/07/2016,,
D1,Direct Dividend,15.09,26/07/2016,,
D1,Direct Dividend,15.21,27/07/2016,,
D1,Direct Dividend,15.27,28/07/2016,,
D1,Direct Dividend,15.24,29/07/2016,,
D1,Direct Dividend,15.17,01/08/2016,,
D1,Direct Dividend,15.12,02/08/2016,,
D1,Direct Dividend,14.98,03/08/2016,,
D1,Direct Dividend,14.97,04/08/2016,,
D1,Direct Dividend,15.19,05/08/2016,,
D1,Direct Dividend,15.24,08/08/2016,,
D1,Direct Dividend,15.2,09/08/2016,,
D1,Direct Dividend,15.06,10/08/2016,,
D1,Direct Dividend,14.99,11/08/2016,,
D1,Direct Dividend,15.1,12/08/2016,,
D1,Direct Dividend,15.07,16/08/2016,,
D1,Direct Dividend,15.08,17/08/2016,,
D1,Direct Dividend,15.2,18/08/2016,,
D1,Direct Dividend,15.27,19/08/2016,,
D1,Direct Dividend,15.22,22/08/2016,,
D1,Direct Dividend,15.24,23/08/2016,,
D1,Direct Dividend,15.33,24/08/2016,,
D1,Direct Dividend,15.22,25/08/2016,,
D1,Direct Dividend,15.21,26/08/2016,,
D1,Direct Dividend,15.29,29/08/2016,,
D1,Direct Dividend,15.47,30/08/2016,,
D1,Direct Dividend,15.62,31/08/2016,,
D1,Direct Dividend,15.6,01/09/2016,,
D1,Direct Dividend,15.66,02/09/2016,,
D1,Direct Dividend,15.86,06/09/2016,,
D1,Direct Dividend,15.83,07/09/2016,,
D1,Direct Dividend,15.92,08/09/2016,,
D1,Direct Dividend,15.77,09/09/2016,,
D1,Direct Dividend,15.46,12/09/2016,,
D1,Direct Dividend,15.51,14/09/2016,,
D1,Direct Dividend,15.57,15/09/2016,,
D1,Direct Dividend,15.53,16/09/2016,,
D1,Direct Dividend,15.54,19/09/2016,,
D1,Direct Dividend,15.51,20/09/2016,,
D1,Direct Dividend,15.5,21/09/2016,,
D1,Direct Dividend,15.68,22/09/2016,,
D1,Direct Dividend,15.64,23/09/2016,,
D1,Direct Dividend,15.49,26/09/2016,,
D1,Direct Dividend,15.46,27/09/2016,,
D1,Direct Dividend,15.54,28/09/2016,,
D1,Direct Dividend,15.22,29/09/2016,,
D1,Direct Dividend,15.32,30/09/2016,,
D1,Direct Dividend,15.65,03/10/2016,,
D1,Direct Dividend,15.66,04/10/2016,,
D1,Direct Dividend,15.67,05/10/2016,,
D1,Direct Dividend,15.57,06/10/2016,,
D1,Direct Dividend,15.54,07/10/2016,,
D1,Direct Dividend,15.57,10/10/2016,,
D1,Direct Dividend,15.32,13/10/2016,,
D1,Direct Dividend,15.31,14/10/2016,,
D1,Direct Dividend,15.13,17/10/2016,,
D1,Direct Dividend,15.35,18/10/2016,,
D1,Direct Dividend,15.33,19/10/2016,,
D1,Direct Dividend,15.39,20/10/2016,,
D1,Direct Dividend,15.41,21/10/2016,,
D1,Direct Dividend,15.43,24/10/2016,,
D1,Direct Dividend,15.4,25/10/2016,,
D1,Direct Dividend,15.29,26/10/2016,,
D1,Direct Dividend,15.22,27/10/2016,,
D1,Direct Dividend,15.32,28/10/2016,,
D1,Direct Dividend,15.31,01/11/2016,,
D1,Direct Dividend,15.11,02/11/2016,,
D1,Direct Dividend,15.02,03/11/2016,,
D1,Direct Dividend,14.89,04/11/2016,,
D1,Direct Dividend,14.93,07/11/2016,,
D1,Direct Dividend,15.01,08/11/2016,,
D1,Direct Dividend,14.87,09/11/2016,,
D1,Direct Dividend,14.94,10/11/2016,,
D1,Direct Dividend,14.54,11/11/2016,,
D1,Direct Dividend,14.09,15/11/2016,,
D1,Direct Dividend,14.16,16/11/2016,,
D1,Direct Dividend,14.1,17/11/2016,,
D1,Direct Dividend,14.1,18/11/2016,,
D1,Direct Dividend,13.81,21/11/2016,,
D1,Direct Dividend,13.93,22/11/2016,,
D1,Direct Dividend,13.98,23/11/2016,,
D1,Direct Dividend,13.85,24/11/2016,,
D1,Direct Dividend,14.02,25/11/2016,,
D1,Direct Dividend,14.04,28/11/2016,,
D1,Direct Dividend,14.06,29/11/2016,,
D1,Direct Dividend,14.23,30/11/2016,,
D1,Direct Dividend,14.16,01/12/2016,,
D1,Direct Dividend,13.93,02/12/2016,,
D1,Direct Dividend,14.02,05/12/2016,,
D1,Direct Dividend,14.05,06/12/2016,,
D1,Direct Dividend,13.97,07/12/2016,,
D1,Direct Dividend,14.18,08/12/2016,,
D1,Direct Dividend,14.2,09/12/2016,,
D1,Direct Dividend,14.06,12/12/2016,,
D1,Direct Dividend,14.05,13/12/2016,,
D1,Direct Dividend,13.96,14/12/2016,,
D1,Direct Dividend,13.92,15/12/2016,,
D1,Direct Dividend,13.95,16/12/2016,,
D1,Direct Dividend,13.85,19/12/2016,,
D1,Direct Dividend,13.78,20/12/2016,,
D1,Direct Dividend,13.76,21/12/2016,,
D1,Direct Dividend,13.61,22/12/2016,,
D1,Direct Dividend,13.61,23/12/2016,,
D1,Direct Dividend,13.45,26/12/2016,,
D1,Direct Dividend,13.63,27/12/2016,,
D1,Direct Dividend,13.67,28/12/2016,,
D1,Direct Dividend,13.79,29/12/2016,,
D1,Direct Dividend,13.89,30/12/2016,,
D1,Direct Dividend,13.9,02/01/2017,,
D1,Direct Dividend,13.95,03/01/2017,,
D1,Direct Dividend,13.92,04/01/2017,,
D1,Direct Dividend,14.04,05/01/2017,,
D1,Direct Dividend,14.01,06/01/2017,,
D1,Direct Dividend,13.99,09/01/2017,,
D1,Direct Dividend,14.09,10/01/2017,,
D1,Direct Dividend,14.24,11/01/2017,,
D1,Direct Dividend,14.28,12/01/2017,,
D1,Direct Dividend,14.24,13/01/2017,,
D1,Direct Dividend,14.29,16/01/2017,,
D1,Direct Dividend,14.3,17/01/2017,,
D1,Direct Dividend,14.39,18/01/2017,,
D1,Direct Dividend,14.43,19/01/2017,,
D1,Direct Dividend,14.27,20/01/2017,,
D1,Direct Dividend,14.34,23/01/2017,,
D1,Direct Dividend,14.48,24/01/2017,,
D1,Direct Dividend,14.68,25/01/2017,,
D1,Direct Dividend,14.76,27/01/2017,,
D1,Direct Dividend,14.73,30/01/2017,,
D1,Direct Dividend,14.6,31/01/2017,,
D1,Direct Dividend,14.92,01/02/2017,,
D1,Direct Dividend,14.96,02/02/2017,,
D1,Direct Dividend,14.97,03/02/2017,,
D1,Direct Dividend,15.14,06/02/2017,,
D1,Direct Dividend,15.15,07/02/2017,,
D1,Direct Dividend,15.13,08/02/2017,,
D1,Direct Dividend,15.14,09/02/2017,,
D1,Direct Dividend,15.14,10/02/2017,,
D1,Direct Dividend,15.11,13/02/2017,,
D1,Direct Dividend,15.06,14/02/2017,,
D1,Direct Dividend,14.94,15/02/2017,,
D1,Direct Dividend,15.06,16/02/2017,,
D1,Direct Dividend,15.14,17/02/2017,,
D1,Direct Dividend,15.23,20/02/2017,,
D1,Direct Dividend,15.24,21/02/2017,,
D1,Direct Dividend,15.22,22/02/2017,,
D1,Direct Dividend,15.24,23/02/2017,,
D1,Direct Dividend,15.13,27/02/2017,,
D1,Direct Dividend,15.15,28/02/2017,,
D1,Direct Dividend,15.23,01/03/2017,,
D1,Direct Dividend,15.11,02/03/2017,,
D1,Direct Dividend,15.07,03/03/2017,,
D1,Direct Dividend,15.16,06/03/2017,,
D1,Direct Dividend,15.11,07/03/2017,,
D1,Direct Dividend,15.11,08/03/2017,,
D1,Direct Dividend,15.13,09/03/2017,,
D1,Direct Dividend,15.12,10/03/2017,,
D1,Direct Dividend,15.38,14/03/2017,,
D1,Direct Dividend,15.41,15/03/2017,,
D1,Direct Dividend,15.56,16/03/2017,,
D1,Direct Dividend,15.53,17/03/2017,,
D1,Direct Dividend,15.54,20/03/2017,,
D1,Direct Dividend,15.67,21/03/2017,,
D1,Direct Dividend,14.39,22/03/2017,,
D1,Direct Dividend,14.48,23/03/2017,,
D1,Direct Dividend,14.51,24/03/2017,,
D1,Direct Dividend,14.46,27/03/2017,,
D1,Direct Dividend,14.55,28/03/2017,,
D1,Direct Dividend,14.61,29/03/2017,,
D1,Direct Dividend,14.66,30/03/2017,,
D1,Direct Dividend,14.65,31/03/2017,,
D1,Direct Dividend,14.74,03/04/2017,,
D1,Direct Dividend,14.8,05/04/2017,,
D1,Direct Dividend,14.82,06/04/2017,,
D1,Direct Dividend,14.78,07/04/2017,,
D1,Direct Dividend,14.84,10/04/2017,,
D1,Direct Dividend,14.94,11/04/2017,,
D1,Direct Dividend,14.9,12/04/2017,,
D1,Direct Dividend,14.88,13/04/2017,,
D1,Direct Dividend,14.85,17/04/2017,,
D1,Direct Dividend,14.77,18/04/2017,,
D1,Direct Dividend,14.8,19/04/2017,,
D1,Direct Dividend,14.9,20/04/2017,,
D1,Direct Dividend,14.88,21/04/2017,,
D1,Direct Dividend,15.05,24/04/2017,,
D1,Direct Dividend,15.18,25/04/2017,,
D1,Direct Dividend,15.27,26/04/2017,,
D1,Direct Dividend,15.25,27/04/2017,,
D1,Direct Dividend,15.24,28/04/2017,,
D1,Direct Dividend,15.29,02/05/2017,,
D1,Direct Dividend,15.27,03/05/2017,,
D1,Direct Dividend,15.3,04/05/2017,,
D1,Direct Dividend,15.21,05/05/2017,,
D1,Direct Dividend,15.22,08/05/2017,,
D1,Direct Dividend,15.2,09/05/2017,,
D1,Direct Dividend,15.36,10/05/2017,,
D1,Direct Dividend,15.4,11/05/2017,,
D1,Direct Dividend,15.33,12/05/2017,,
D1,Direct Dividend,15.46,15/05/2017,,
D1,Direct Dividend,15.52,16/05/2017,,
D1,Direct Dividend,15.47,17/05/2017,,
D1,Direct Dividend,15.27,18/05/2017,,
D1,Direct Dividend,15.23,19/05/2017,,
D1,Direct Dividend,15.21,22/05/2017,,
D1,Direct Dividend,15.14,23/05/2017,,
D1,Direct Dividend,15.11,24/05/2017,,
D1,Direct Dividend,15.34,25/05/2017,,
D1,Direct Dividend,15.47,26/05/2017,,
D1,Direct Dividend,15.53,29/05/2017,,
D1,Direct Dividend,15.54,30/05/2017,,
D1,Direct Dividend,15.63,31/05/2017,,
D1,Direct Dividend,15.66,01/06/2017,,
D1,Direct Dividend,15.75,02/06/2017,,
D1,Direct Dividend,15.79,05/06/2017,,
D1,Direct Dividend,15.73,06/06/2017,,
D1,Direct Dividend,15.81,07/06/2017,,
D1,Direct Dividend,15.81,08/06/2017,,
D1,Direct Dividend,15.89,09/06/2017,,
D1,Direct Dividend,15.79,12/06/2017,,
D1,Direct Dividend,15.79,13/06/2017,,
D1,Direct Dividend,15.77,14/06/2017,,
D1,Direct Dividend,15.72,15/06/2017,,
D1,Direct Dividend,15.79,16/06/2017,,
D1,Direct Dividend,15.9,19/06/2017,,
D1,Direct Dividend,15.87,20/06/2017,,
D1,Direct Dividend,15.87,21/06/2017,,
D1,Direct Dividend,15.86,22/06/2017,,
D1,Direct Dividend,15.74,23/06/2017,,
D1,Direct Dividend,15.65,27/06/2017,,
D1,Direct Dividend,15.64,28/06/2017,,
D1,Direct Dividend,15.61,29/06/2017,,
D1,Direct Dividend,15.65,30/06/2017,,
D1,Direct Dividend,15.8,03/07/2017,,
D1,Direct Dividend,15.79,04/07/2017,,
D1,Direct Dividend,15.84,05/07/2017,,
D1,Direct Dividend,15.93,06/07/2017,,
D1,Direct Dividend,15.88,07/07/2017,,
D1,Direct Dividend,15.98,10/07/2017,,
D1,Direct Dividend,15.98,11/07/2017,,
D1,Direct Dividend,16.02,12/07/2017,,
D1,Direct Dividend,16.16,13/07/2017,,
D1,Direct Dividend,16.15,14/07/2017,,
D1,Direct Dividend,16.18,17/07/2017,,
D1,Direct Dividend,16.08,18/07/2017,,
D1,Direct Dividend,16.21,19/07/2017,,
D1,Direct Dividend,16.17,20/07/2017,,
D1,Direct Dividend,16.24,21/07/2017,,
D1,Direct Dividend,16.28,24/07/2017,,
D1,Direct Dividend,16.27,25/07/2017,,
D1,Direct Dividend,16.33,26/07/2017,,
D1,Direct Dividend,16.44,27/07/2017,,
D1,Direct Dividend,16.48,28/07/2017,,
D1,Direct Dividend,16.61,31/07/2017,,
D1,Direct Dividend,16.69,01/08/2017,,
D1,Direct Dividend,16.62,02/08/2017,,
D1,Direct Dividend,16.52,03/08/2017,,
D1,Direct Dividend,16.59,04/08/2017,,
D1,Direct Dividend,16.68,07/08/2017,,
D1,Direct Dividend,16.56,08/08/2017,,
D1,Direct Dividend,16.46,09/08/2017,,
D1,Direct Dividend,16.27,10/08/2017,,
D1,Direct Dividend,16.21,11/08/2017,,
D1,Direct Dividend,16.41,14/08/2017,,
D1,Direct Dividend,16.6,16/08/2017,,
D1,Direct Dividend,16.53,17/08/2017,,
D1,Direct Dividend,16.49,18/08/2017,,
D1,Direct Dividend,16.38,21/08/2017,,
D1,Direct Dividend,16.4,22/08/2017,,
D1,Direct Dividend,16.56,23/08/2017,,
D1,Direct Dividend,16.57,24/08/2017,,
D1,Direct Dividend,16.71,28/08/2017,,
D1,Direct Dividend,16.53,29/08/2017,,
D1,Direct Dividend,16.69,30/08/2017,,
D1,Direct Dividend,16.75,31/08/2017,,
D1,Direct Dividend,16.86,01/09/2017,,
D1,Direct Dividend,16.73,04/09/2017,,
D1,Direct Dividend,16.86,05/09/2017,,
D1,Direct Dividend,16.88,06/09/2017,,
D1,Direct Dividend,16.98,07/09/2017,,
D1,Direct Dividend,17.01,08/09/2017,,
D1,Direct Dividend,17.21,11/09/2017,,
D1,Direct Dividend,17.29,12/09/2017,,
D1,Direct Dividend,17.25,13/09/2017,,
D1,Direct Dividend,17.19,14/09/2017,,
